id,path,round,kind,family,outcome,failure_class,rh_relevance,draft,score
experiments/tfpt-discovery/bughunt10_probe.py,experiments/tfpt-discovery/bughunt10_probe.py,r109-r198,ATTACK,EXPLICIT_FORMULA_IDENTITY,KILLED,STRUCTURAL_MISMATCH,IDENTITY_SIDE,true,1.4976
experiments/tfpt-discovery/bughunt11_probe.py,experiments/tfpt-discovery/bughunt11_probe.py,r109-r206,ATTACK,MELLIN_PICK_LEE_YANG,KILLED,WORLD_BLIND,FINITE_FRAGMENT,true,1.4976
experiments/tfpt-discovery/l1_weyllaw_probe.py,experiments/tfpt-discovery/l1_weyllaw_probe.py,r112-r128,ATTACK,EXPLICIT_FORMULA_IDENTITY,CERTIFIED,NOT_APPLICABLE,IDENTITY_SIDE,true,1.872
experiments/tfpt-discovery/bughunt4_probe.py,experiments/tfpt-discovery/bughunt4_probe.py,r114-r148,ATTACK,WEIL_POSITIVITY_WINDOWS,KILLED,ORACLE_LEAK,FINITE_FRAGMENT,true,1.4976
experiments/tfpt-discovery/window_instrument_probe.py,experiments/tfpt-discovery/window_instrument_probe.py,r114-r162,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/tau_blockaverage_probe.py,experiments/tfpt-discovery/tau_blockaverage_probe.py,r114-r165,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/coupling_ansatz_probe.py,experiments/tfpt-discovery/coupling_ansatz_probe.py,r115,ATTACK,MELLIN_PICK_LEE_YANG,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/radius4_an_probe.py,experiments/tfpt-discovery/radius4_an_probe.py,r115-r117,ATTACK,OPERATOR_SPECTRAL,OPEN,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.9828
experiments/tfpt-discovery/irwall_probe.py,experiments/tfpt-discovery/irwall_probe.py,r115-r119,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/bughunt3_probe.py,experiments/tfpt-discovery/bughunt3_probe.py,r116-r129,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/hpin_floor_probe.py,experiments/tfpt-discovery/hpin_floor_probe.py,r116-r133,ATTACK,EXPLICIT_FORMULA_IDENTITY,CERTIFIED,NOT_APPLICABLE,IDENTITY_SIDE,true,1.872
experiments/tfpt-discovery/epslock_probe.py,experiments/tfpt-discovery/epslock_probe.py,r116-r135,ATTACK,WEIL_POSITIVITY_WINDOWS,INCONCLUSIVE,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.7488
experiments/tfpt-discovery/spacing_remainder_probe.py,experiments/tfpt-discovery/spacing_remainder_probe.py,r116-r135,ATTACK,SIEVE_FACTORING_GEOMETRY,KILLED,ORACLE_LEAK,UNRELATED,true,1.4976
experiments/tfpt-discovery/counteq_seedball_probe.py,experiments/tfpt-discovery/counteq_seedball_probe.py,r116-r136,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/jetlock_bandmass_probe.py,experiments/tfpt-discovery/jetlock_bandmass_probe.py,r116-r138,ATTACK,TOEPLITZ_MOMENT_POSITIVITY,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/qsubgap_probe.py,experiments/tfpt-discovery/qsubgap_probe.py,r116-r138,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/pfloor_suscap2_probe.py,experiments/tfpt-discovery/pfloor_suscap2_probe.py,r116-r139,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/tlawcap_suscap2r_probe.py,experiments/tfpt-discovery/tlawcap_suscap2r_probe.py,r116-r141,ATTACK,WEIL_POSITIVITY_WINDOWS,OPEN,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.9828
experiments/tfpt-discovery/toproot_tailvis_probe.py,experiments/tfpt-discovery/toproot_tailvis_probe.py,r116-r141,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/suscap_master_probe.py,experiments/tfpt-discovery/suscap_master_probe.py,r116-r142,ATTACK,OPERATOR_SPECTRAL,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/adjugate_logmaster_probe.py,experiments/tfpt-discovery/adjugate_logmaster_probe.py,r116-r144,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/fullgap_spectrum_probe.py,experiments/tfpt-discovery/fullgap_spectrum_probe.py,r116-r144,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/collapserate_probe.py,experiments/tfpt-discovery/collapserate_probe.py,r116-r147,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/tlawcap_blocks_probe.py,experiments/tfpt-discovery/tlawcap_blocks_probe.py,r116-r148,ATTACK,TOEPLITZ_MOMENT_POSITIVITY,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/anchor_epslock_probe.py,experiments/tfpt-discovery/anchor_epslock_probe.py,r116-r151,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/nearalign_probe.py,experiments/tfpt-discovery/nearalign_probe.py,r116-r153,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/assembly_walls_probe.py,experiments/tfpt-discovery/assembly_walls_probe.py,r116-r154,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/rootladder_probe.py,experiments/tfpt-discovery/rootladder_probe.py,r116-r154,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/spectral_balance_probe.py,experiments/tfpt-discovery/spectral_balance_probe.py,r116-r154,ATTACK,CERTIFICATE_INFRASTRUCTURE,MEASURED,NOT_APPLICABLE,INFRASTRUCTURE,true,1.1232
experiments/tfpt-discovery/edge_cleanup_probe.py,experiments/tfpt-discovery/edge_cleanup_probe.py,r116-r156,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/gfloor_probe.py,experiments/tfpt-discovery/gfloor_probe.py,r116-r157,ATTACK,OPERATOR_SPECTRAL,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/fullgap_growthlaw_probe.py,experiments/tfpt-discovery/fullgap_growthlaw_probe.py,r116-r161,ATTACK,SIEVE_FACTORING_GEOMETRY,CERTIFIED,NOT_APPLICABLE,UNRELATED,true,1.872
experiments/tfpt-discovery/novelty_synthesis_probe.py,experiments/tfpt-discovery/novelty_synthesis_probe.py,r116-r162,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/depthblock_transfer_probe.py,experiments/tfpt-discovery/depthblock_transfer_probe.py,r116-r167,ATTACK,SIEVE_FACTORING_GEOMETRY,MEASURED,NOT_APPLICABLE,UNRELATED,true,1.1232
experiments/tfpt-discovery/sigmafloor_probe.py,experiments/tfpt-discovery/sigmafloor_probe.py,r116-r168,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/jetmass_floor_probe.py,experiments/tfpt-discovery/jetmass_floor_probe.py,r116-r169,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/toproot_theta_probe.py,experiments/tfpt-discovery/toproot_theta_probe.py,r116-r171,ATTACK,WEIL_POSITIVITY_WINDOWS,KILLED,WORLD_BLIND,FINITE_FRAGMENT,true,1.4976
experiments/tfpt-discovery/h3_cofinal_probe.py,experiments/tfpt-discovery/h3_cofinal_probe.py,r116-r172,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/doublelimit_proof_probe.py,experiments/tfpt-discovery/doublelimit_proof_probe.py,r117-r122,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/j2_primeforce_probe.py,experiments/tfpt-discovery/j2_primeforce_probe.py,r118-r157,ATTACK,WEIL_POSITIVITY_WINDOWS,OPEN,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.9828
experiments/tfpt-discovery/frameschedule_probe.py,experiments/tfpt-discovery/frameschedule_probe.py,r120-r124,ATTACK,OPERATOR_SPECTRAL,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/cluster_mixing_probe.py,experiments/tfpt-discovery/cluster_mixing_probe.py,r121-r122,ATTACK,OPERATOR_SPECTRAL,KILLED,STRUCTURAL_MISMATCH,FINITE_FRAGMENT,true,1.4976
experiments/tfpt-discovery/selection_probe.py,experiments/tfpt-discovery/selection_probe.py,r121-r124,ATTACK,OPERATOR_SPECTRAL,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/wpd_proof_probe.py,experiments/tfpt-discovery/wpd_proof_probe.py,r122-r128,ATTACK,CERTIFICATE_INFRASTRUCTURE,MEASURED,NOT_APPLICABLE,INFRASTRUCTURE,true,1.1232
experiments/tfpt-discovery/dominance_proof_probe.py,experiments/tfpt-discovery/dominance_proof_probe.py,r122-r132,ATTACK,CERTIFICATE_INFRASTRUCTURE,KILLED,ORACLE_LEAK,INFRASTRUCTURE,true,1.4976
experiments/tfpt-discovery/fullgap_onset_probe.py,experiments/tfpt-discovery/fullgap_onset_probe.py,r122-r144,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/dbn_heatflow_probe.py,experiments/tfpt-discovery/dbn_heatflow_probe.py,r122-r175,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/pi_pattern_scan_probe.py,experiments/tfpt-discovery/pi_pattern_scan_probe.py,r122-r182,ATTACK,WEIL_POSITIVITY_WINDOWS,OPEN,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.9828
experiments/tfpt-discovery/mangoldt_ablation_ladder_probe.py,experiments/tfpt-discovery/mangoldt_ablation_ladder_probe.py,r122-r184,ATTACK,LEAN_FORMALIZATION,OPEN,NOT_APPLICABLE,INFRASTRUCTURE,true,0.9828
experiments/tfpt-discovery/l1wpd_closure_probe.py,experiments/tfpt-discovery/l1wpd_closure_probe.py,r128-r176,ATTACK,CERTIFICATE_INFRASTRUCTURE,MEASURED,NOT_APPLICABLE,INFRASTRUCTURE,true,1.1232
experiments/tfpt-discovery/gonek_pricing_probe.py,experiments/tfpt-discovery/gonek_pricing_probe.py,r131-r172,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/thetainf_pin_probe.py,experiments/tfpt-discovery/thetainf_pin_probe.py,r131-r174,ATTACK,SELBERG_TRACE_CONTACT,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/manifold_invariance_probe.py,experiments/tfpt-discovery/manifold_invariance_probe.py,r131-r176,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/cbj_frame_probe.py,experiments/tfpt-discovery/cbj_frame_probe.py,r131-r178,ATTACK,WEIL_POSITIVITY_WINDOWS,KILLED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.4976
experiments/tfpt-discovery/cbj_subdof_probe.py,experiments/tfpt-discovery/cbj_subdof_probe.py,r131-r180,ATTACK,WEIL_POSITIVITY_WINDOWS,SEALED,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.8424
experiments/tfpt-discovery/alignment_law_probe.py,experiments/tfpt-discovery/alignment_law_probe.py,r131-r182,ATTACK,WEIL_POSITIVITY_WINDOWS,KILLED,WORLD_BLIND,FINITE_FRAGMENT,true,1.4976
experiments/tfpt-discovery/commensurability_mechanism_probe.py,experiments/tfpt-discovery/commensurability_mechanism_probe.py,r131-r189,ATTACK,LEAN_FORMALIZATION,KILLED,STRUCTURAL_MISMATCH,INFRASTRUCTURE,true,1.4976
experiments/tfpt-discovery/ground_residue_obs_probe.py,experiments/tfpt-discovery/ground_residue_obs_probe.py,r131-r189,ATTACK,RHP_IIKS_TAU,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/turan_extremal_probe.py,experiments/tfpt-discovery/turan_extremal_probe.py,r131-r195,ATTACK,TOEPLITZ_MOMENT_POSITIVITY,PROVED,NOT_APPLICABLE,FINITE_FRAGMENT,true,2.0592
experiments/tfpt-discovery/fewatom_reduction_probe.py,experiments/tfpt-discovery/fewatom_reduction_probe.py,r131-r198,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/zb_wiggle_strat_probe.py,experiments/tfpt-discovery/zb_wiggle_strat_probe.py,r131-r200,ATTACK,WEIL_POSITIVITY_WINDOWS,OPEN,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.9828
experiments/tfpt-discovery/selberg_effective_probe.py,experiments/tfpt-discovery/selberg_effective_probe.py,r135-r162,ATTACK,SELBERG_TRACE_CONTACT,OPEN,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.9828
experiments/tfpt-discovery/bughunt5_probe.py,experiments/tfpt-discovery/bughunt5_probe.py,r137-r162,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/census_lift_probe.py,experiments/tfpt-discovery/census_lift_probe.py,r156-r180,ATTACK,OPERATOR_SPECTRAL,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/krein_definitizer_probe.py,experiments/tfpt-discovery/krein_definitizer_probe.py,r156-r188,ATTACK,OPERATOR_SPECTRAL,KILLED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.4976
experiments/tfpt-discovery/loewner_pick_probe.py,experiments/tfpt-discovery/loewner_pick_probe.py,r171-r186,ATTACK,MELLIN_PICK_LEE_YANG,OPEN,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.9828
experiments/tfpt-discovery/cancellation_functional_probe.py,experiments/tfpt-discovery/cancellation_functional_probe.py,r171-r189,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/nodeless_pf_probe.py,experiments/tfpt-discovery/nodeless_pf_probe.py,r171-r197,ATTACK,DYNAMICS_CLOCKS_PF,OPEN,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.9828
experiments/tfpt-discovery/pole_homotopy_probe.py,experiments/tfpt-discovery/pole_homotopy_probe.py,r171-r198,ATTACK,DYNAMICS_CLOCKS_PF,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/eigvec_geometry_probe.py,experiments/tfpt-discovery/eigvec_geometry_probe.py,r171-r200,ATTACK,MELLIN_PICK_LEE_YANG,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/euler_jet_dictionary_probe.py,experiments/tfpt-discovery/euler_jet_dictionary_probe.py,r171-r201,ATTACK,CERTIFICATE_INFRASTRUCTURE,MEASURED,NOT_APPLICABLE,INFRASTRUCTURE,true,1.1232
experiments/tfpt-discovery/z1_suppression_probe.py,experiments/tfpt-discovery/z1_suppression_probe.py,r171-r201,ATTACK,SIEVE_FACTORING_GEOMETRY,MEASURED,NOT_APPLICABLE,UNRELATED,true,1.1232
experiments/tfpt-discovery/euler_jet_colligation_probe.py,experiments/tfpt-discovery/euler_jet_colligation_probe.py,r171-r202,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/euler_hpin_region_probe.py,experiments/tfpt-discovery/euler_hpin_region_probe.py,r171-r204,ATTACK,LEAN_FORMALIZATION,MEASURED,NOT_APPLICABLE,INFRASTRUCTURE,true,1.1232
experiments/tfpt-discovery/euler_block_sturm_probe.py,experiments/tfpt-discovery/euler_block_sturm_probe.py,r171-r205,ATTACK,TOEPLITZ_MOMENT_POSITIVITY,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/pontryagin_n1_weyl_probe.py,experiments/tfpt-discovery/pontryagin_n1_weyl_probe.py,r171-r205,ATTACK,LATTICE_E8_HECKE,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/secular_crossing_coord_probe.py,experiments/tfpt-discovery/secular_crossing_coord_probe.py,r171-r206,ATTACK,LEAN_FORMALIZATION,CERTIFIED,NOT_APPLICABLE,INFRASTRUCTURE,true,1.872
experiments/tfpt-discovery/terminal_dissipation_probe.py,experiments/tfpt-discovery/terminal_dissipation_probe.py,r171-r206,ATTACK,EXPLICIT_FORMULA_IDENTITY,MEASURED,NOT_APPLICABLE,IDENTITY_SIDE,true,1.1232
experiments/tfpt-discovery/state_factorization_census_probe.py,experiments/tfpt-discovery/state_factorization_census_probe.py,r171-r210,ATTACK,SIEVE_FACTORING_GEOMETRY,KILLED,NOT_APPLICABLE,UNRELATED,true,1.4976
experiments/tfpt-discovery/wrap_genesis_probe.py,experiments/tfpt-discovery/wrap_genesis_probe.py,r171-r210,ATTACK,LEAN_FORMALIZATION,OPEN,NOT_APPLICABLE,INFRASTRUCTURE,true,0.9828
experiments/tfpt-discovery/zero_causal_synth_probe.py,experiments/tfpt-discovery/zero_causal_synth_probe.py,r174-r185,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/zero_channel_capacity_probe.py,experiments/tfpt-discovery/zero_channel_capacity_probe.py,r184-r190,ATTACK,WEIL_POSITIVITY_WINDOWS,OPEN,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.9828
experiments/tfpt-discovery/zero_comb_probe.py,experiments/tfpt-discovery/zero_comb_probe.py,r184-r540,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/midpoint_a0_adjudication_probe.py,experiments/tfpt-discovery/midpoint_a0_adjudication_probe.py,r186,ATTACK,OPERATOR_SPECTRAL,SEALED,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.8424
experiments/tfpt-discovery/orbifold_continuum_os_probe.py,experiments/tfpt-discovery/orbifold_continuum_os_probe.py,r192,ATTACK,WEIL_POSITIVITY_WINDOWS,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
experiments/tfpt-discovery/zeta23_mechanism_probe.py,experiments/tfpt-discovery/zeta23_mechanism_probe.py,r200-r209,ATTACK,EXTERNAL_ADJUDICATION,OPEN,NOT_APPLICABLE,INFRASTRUCTURE,true,0.9828
experiments/tfpt-discovery/e8glue_euler_wall_probe.py,experiments/tfpt-discovery/e8glue_euler_wall_probe.py,r202-r209,ATTACK,LATTICE_E8_HECKE,OPEN,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.9828
experiments/tfpt-discovery/euler_filtration_worlds_probe.py,experiments/tfpt-discovery/euler_filtration_worlds_probe.py,r202-r210,ATTACK,LATTICE_E8_HECKE,OPEN,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.9828
experiments/tfpt-discovery/defect_convexity_shift_probe.py,experiments/tfpt-discovery/defect_convexity_shift_probe.py,r204,ATTACK,LATTICE_E8_HECKE,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.1232
verification/v886_register_gapcode_null.py,verification/v886_register_gapcode_null.py,ledger:PRIME.DIVISOR210.GAPCODE.01,CONTROL,LATTICE_E8_HECKE,MEASURED,NOT_APPLICABLE,FINITE_FRAGMENT,false,1.14
experiments/tfpt-discovery/shelf_port_multiplicity_probe.py,experiments/tfpt-discovery/shelf_port_multiplicity_probe.py,r213-r222,ATTACK,OTHER,SEALED,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.8424
experiments/tfpt-discovery/tau_symbolic_probe.py,experiments/tfpt-discovery/tau_symbolic_probe.py,r224,FOUNDATION,RHP_IIKS_TAU,CERTIFIED,NOT_APPLICABLE,IDENTITY_SIDE,false,2.2
verification/v955_tau_iiks_toda_dictionary.py,verification/v955_tau_iiks_toda_dictionary.py,r224-r226,FOUNDATION,RHP_IIKS_TAU,CERTIFIED,UNCONVERGED,IDENTITY_SIDE,false,2.2
rh/lean/RH/Window.lean,rh/lean/RH/Window.lean,r224-r305,FORMALIZATION,WEIL_POSITIVITY_WINDOWS,PROVED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.98
experiments/tfpt-discovery/lax_conditioned_probe.py,experiments/tfpt-discovery/lax_conditioned_probe.py,r225,FOUNDATION,RHP_IIKS_TAU,MEASURED,STRUCTURAL_MISMATCH,IDENTITY_SIDE,false,1.32
experiments/tfpt-discovery/windowflow_chain_probe.py,experiments/tfpt-discovery/windowflow_chain_probe.py,r225-r228,ATTACK,WEIL_POSITIVITY_WINDOWS,SEALED,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.8424
experiments/tfpt-discovery/frontier_micro_probe.py,experiments/tfpt-discovery/frontier_micro_probe.py,r225-r232,ATTACK,WEIL_POSITIVITY_WINDOWS,SEALED,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.8424
experiments/tfpt-discovery/boundary_state_probe.py,experiments/tfpt-discovery/boundary_state_probe.py,r225-r233,ATTACK,WEIL_POSITIVITY_WINDOWS,SEALED,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.8424
experiments/tfpt-discovery/frontier_alphalaw_probe.py,experiments/tfpt-discovery/frontier_alphalaw_probe.py,r225-r233,ATTACK,WEIL_POSITIVITY_WINDOWS,SEALED,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.8424
experiments/tfpt-discovery/plateau_sumrule_probe.py,experiments/tfpt-discovery/plateau_sumrule_probe.py,r225-r233,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/rhp_fixedoffset_probe.py,experiments/tfpt-discovery/rhp_fixedoffset_probe.py,r225-r233,ATTACK,WEIL_POSITIVITY_WINDOWS,SEALED,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.8424
experiments/tfpt-discovery/tstar_leading_sign_probe.py,experiments/tfpt-discovery/tstar_leading_sign_probe.py,r225-r238,ATTACK,WEIL_POSITIVITY_WINDOWS,CERTIFIED,NOT_APPLICABLE,FINITE_FRAGMENT,true,1.872
experiments/tfpt-discovery/freeprefix_influence_probe.py,experiments/tfpt-discovery/freeprefix_influence_probe.py,r225-r239,ATTACK,WEIL_POSITIVITY_WINDOWS,SEALED,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.8424
experiments/tfpt-discovery/bessel_lowerbound_probe.py,experiments/tfpt-discovery/bessel_lowerbound_probe.py,r225-r241,ATTACK,WEIL_POSITIVITY_WINDOWS,KILLED,ORACLE_LEAK,FINITE_FRAGMENT,true,1.4976
experiments/tfpt-discovery/hirota_sign_probe.py,experiments/tfpt-discovery/hirota_sign_probe.py,r226,FOUNDATION,RHP_IIKS_TAU,CERTIFIED,RESTATEMENT,IDENTITY_SIDE,false,2.2
experiments/tfpt-discovery/paircorr_margin_probe.py,experiments/tfpt-discovery/paircorr_margin_probe.py,r226,ATTACK,WEIL_POSITIVITY_WINDOWS,SEALED,NOT_APPLICABLE,FINITE_FRAGMENT,true,0.8424
